name,cuisinetype,rankingPosition,priceLevel,category,rating,address,numberOfReviews
Axil Coffee Roasters,,150,$$ - $$$,restaurant,4.5,"322 Burwood Rd Hawthorn Not Camberwell, Melbourne, Victoria 3122 Australia",200
Bacash Restaurant,,219,$$$$,restaurant,4.5,"175 Domain Rd, Melbourne, Victoria 3141 Australia",208
Bahari the Hellenic Palate,,9,$$ - $$$,restaurant,4.5,"179 Swan St, Richmond, Yarra, Victoria 3121 Australia",147
Bamboo House Chinese Restaurant,,90,$$ - $$$,restaurant,4.5,"47 Little Bourke St, Melbourne, Victoria 3000 Australia",405
Banff,,8,$,restaurant,4.5,"145 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",384
Bangkok Jam,,205,$$ - $$$,restaurant,4.5,"107 Little Bourke St, Melbourne, Victoria 3000 Australia",100
BangPop,,119,$$ - $$$,restaurant,4,"35 South Wharf Promenade Off Dukes Walk, South Wharf, Melbourne, Victoria 3006 Australia",559
Bar Lourinha,,172,$$ - $$$,restaurant,4.5,"37 Little Collins St, Melbourne, Victoria 3000 Australia",284
B'Churrasco Brazilian BBQ,,43,$$ - $$$,restaurant,4.5,"61 A'Beckett St, Melbourne, Victoria 3000 Australia",557
BearBrass,,252,$$ - $$$,restaurant,4,"Shop GR3A 3 Southgate Ave Southbank VIC, Melbourne, Victoria 3006 Australia",625
Becco,,124,$$$$,restaurant,4.5,"11-25 Crossley St, Melbourne, Victoria 3000 Australia",378
Beer DeLuxe,,277,$$ - $$$,restaurant,4,"Federation Square Corner Swanston and Flinders Streets, Melbourne, Victoria 3000 Australia",304
Belgian Beer Cafe,,300,$$ - $$$,restaurant,4,"5 Riverside Qy Southbank, Melbourne, Victoria 3006 Australia",256
Bella Cosi,,446,$$ - $$$,restaurant,4.5,"71 Beach St, Melbourne, Victoria 3207 Australia",71
Berth,,109,$$ - $$$,restaurant,4,"45 New Quay Promenade Docklands, Melbourne, Victoria 3008 Australia",568
Betty?€?s Burgers & Concrete Co,,44,$,restaurant,4.5,"97 Elizabeth St, Melbourne, Victoria 3000 Australia",1215
Betty's Burgers,,185,$$ - $$$,restaurant,4.5,"222 Exhibition St, Melbourne, Victoria 3000 Australia",86
Bibelot,,293,$$ - $$$,restaurant,4.5,"285-287 Coventry St, Melbourne, Victoria 3205 Australia",80
Bistro Gitan,,2,$$ - $$$,restaurant,4.5,"52 Toorak Rd West, South Yarra, Victoria 3141 Australia",268
Bistro Guillaume,,160,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Riverside at Crown, Southbank, Melbourne, Victoria 3006 Australia",1115
Bistro La Provence,,6,$$ - $$$,restaurant,4.5,"234 Esplanade, Brighton, Bayside, Victoria 3186 Australia",146
Bistro Thierry,,1,$$$$,restaurant,4.5,"511 Malvern Rd, Toorak, Stonnington, Victoria 3142 Australia",540
Bistrot d'Orsay,,29,$$ - $$$,restaurant,4.5,"184 Collins St, Melbourne, Victoria 3000 Australia",497
Black Pearl Bar,,338,$$ - $$$,restaurant,4.5,"304 Brunswick Street, Melbourne, Victoria Fitzroy Australia",68
Blondie Bar,,155,$$ - $$$,restaurant,4,"Corner Sturt Street & Southbank Boulevard, Southbank Melbourne Recital Centre, Melbourne, Victoria 3006 Australia",258
Blue Chillies,,16,$$ - $$$,restaurant,4.5,"182 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",145
Bluetrain,,268,$$ - $$$,restaurant,3.5,"Southgate Complex, Upper Level, Melbourne, Victoria 3006 Australia",667
Bomba,,65,$$ - $$$,restaurant,4.5,"103 Lonsdale St, Melbourne, Victoria 3000 Australia",457
Boosa,,2,$$ - $$$,restaurant,4.5,"716 Centre Rd, Bentleigh, Glen Eira, Victoria 3165 Australia",97
"Borsch, Vodka & Tears",,5,$$ - $$$,restaurant,4,"173 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",236
Bottega,,96,$$$$,restaurant,4,"74 Bourke St, Melbourne, Victoria 3000 Australia",405
Bouzy Rouge,,2,$$ - $$$,restaurant,4.5,"470 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",358
Bowery to Williamsburg,,55,$$ - $$$,restaurant,4.5,"16 Oliver Lane, Melbourne, Victoria 3000 Australia",322
Box Seafood Restaurant,,168,$$$$,restaurant,4,"189 Collins St, Melbourne, Victoria 3000 Australia",416
Bratwurst Shop & Co,,388,$,restaurant,4.5,"Therry St. Queen Victoria Market Shop 99-100, Melbourne, Victoria 3000 Australia",73
Brick Lane Melbourne,,14,$$ - $$$,restaurant,4.5,"33 Guildford Lane, Melbourne, Victoria 3000 Australia",208
Brighton Soul,,5,$,restaurant,4.5,"129 Church Street, Brighton, Bayside, Victoria 3186 Australia",131
Brother Baba Budan,,30,$,restaurant,4.5,"359 Little Bourke St Cbd, Melbourne, Victoria 3000 Australia",440
Brunetti Classico - Carlton,,79,$$ - $$$,restaurant,4.5,"380 Lygon St 380 Lygon St, Carlton Vic, Melbourne, Victoria 3053 Australia",3247
Brunetti Oro Flinders Lane,,176,$$ - $$$,restaurant,4,"250 Flinders Ln, Melbourne, Victoria 3000 Australia",332
Byblos Bar & Restaurant,,191,$$ - $$$,restaurant,4,"12 World Trade Centre, Melbourne, Victoria 3005 Australia",314
Ca de Vin,,136,$$ - $$$,restaurant,4,"350 Bourke St Melbourne GPO, Melbourne, Victoria 3000 Australia",523
Cafe Andiamo,,226,$$ - $$$,restaurant,4,"36-38 Degraves Lane, Melbourne, Victoria 3000 Australia",553
Cafe Cavallino,,410,$$ - $$$,restaurant,4,"181-183 Lygon Street, Melbourne, Victoria Australia",260
Cafe Excello,,193,$$ - $$$,restaurant,4,"99 Spring St, Melbourne, Victoria 3000 Australia",220
Cafe Issus,,339,$$ - $$$,restaurant,4,"8-10 Centre Pl, Melbourne, Victoria 3000 Australia",264
Cafe Keyif,,343,$$ - $$$,restaurant,4.5,"U 1 550 Flinders St Entry Through Downie Street, Melbourne, Victoria 3000 Australia",138
Cafe Rosco,,130,$$ - $$$,restaurant,4.5,"407D St Kilda Rd, Melbourne, Victoria 3004 Australia",232
Cafe Segovia,,308,$$ - $$$,restaurant,4,"33 Block Place, Melbourne, Victoria 3000 Australia",297
Caffe e Cucina,,147,$$ - $$$,restaurant,4,"581 Chapel St South Yarra, Melbourne, Victoria 3141 Australia",490
Caffe e Torta,,232,$$ - $$$,restaurant,4,"314 Little Collins St, Melbourne, Victoria 3000 Australia",289
Cargo Restaurant,,86,$$ - $$$,restaurant,4.5,"Docklands Melbourne, Melbourne, Victoria 3008 Australia",696
Carlton Curry House,,400,$$ - $$$,restaurant,4.5,"108 Lygon St, Melbourne, Victoria 3053 Australia",204
Carlton Wine Room,,142,$$ - $$$,restaurant,4.5,"172-174 Faraday Street Carlton, Melbourne, Victoria Australia",205
Carosello,,2,$$ - $$$,restaurant,4.5,"22 Margaret St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",88
Caterina's Cucina E Bar,,85,$$ - $$$,restaurant,5,"221 Queen St, Melbourne, Victoria 3000 Australia",111
Cecconi's Flinders Lane,,80,$$$$,restaurant,4.5,"61 Flinders Lane, Melbourne, Victoria 3000 Australia",539
Centonove,,1,$$$$,restaurant,4.5,"109 Cotham Rd, Kew, Boroondara, Victoria 3101 Australia",252
Cherry & Twigs,,233,$,restaurant,4.5,"Shop 1B 555 Flinders Lane, Melbourne, Victoria 3000 Australia",135
Chez Dre Cafe,,229,$$ - $$$,restaurant,4,"Rear of 285/287 Coventry St Access Via Alleyway, Melbourne, Victoria 3205 Australia",386
Chez Olivier,,1,$$ - $$$,restaurant,4.5,"268 Toorak Rd, South Yarra, Victoria 3141 Australia",356
Chiba Japanese Restaurant,,4,$$ - $$$,restaurant,4.5,"41 Hall St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",185
Chin Chin,,162,$$ - $$$,restaurant,4.5,"125 Flinders Lane, Melbourne, Victoria 3000 Australia",6029
China Red,,181,$$ - $$$,restaurant,4,"Shop 6 206 Bourke St, Melbourne, Victoria 3000 Australia",353
Chinta Ria Soul,,18,$$ - $$$,restaurant,4,"94 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",247
Chocolate Buddha,,32,$$ - $$$,restaurant,4.5,"Cnr. Flinders & Swanston Street Federation Square, Melbourne, Victoria 3000 Australia",717
Chokolait Hub,,106,$$ - $$$,restaurant,4.5,"287 Lonsdale St Shop 342, Level 3, Emporium, Melbourne, Victoria 3000 Australia",410
Chuckle Park Bar,,188,$$ - $$$,restaurant,4.5,"322 Little Collins St, Melbourne, Victoria 3000 Australia",157
Ciao Cielo,,159,$$ - $$$,restaurant,4.5,"115 Bay St, Melbourne, Victoria 3207 Australia",268
Cicciolina,,62,$$ - $$$,restaurant,4.5,"130 Acland St, Melbourne, Victoria 3182 Australia",375
City Wine Shop,,212,$$ - $$$,restaurant,4.5,"159 Spring St, Melbourne, Victoria 3000 Australia",255
Claypots Barbarossa,,237,$$ - $$$,restaurant,4.5,"79 Hardware Lane Melbourne CBD, Melbourne, Victoria 3000 Australia",190
Claypots Evening Star,,372,$$ - $$$,restaurant,4.5,"Corner Cecil and York Streets South Melbourne Market, Melbourne, Victoria 3205 Australia",137
Claypots Seafood Bar,,4,$$ - $$$,restaurant,4.5,"213 Barkly St, St Kilda, Port Phillip, Victoria 3182 Australia",525
Cochin Wine Bar & Restaurant,,10,$$ - $$$,restaurant,4.5,"256 Swan St, Richmond, Yarra, Victoria 3121 Australia",118
Coda,,49,$$$$,restaurant,4.5,"141 Flinders Lane, Melbourne, Victoria 3000 Australia",1150
Code Black,,3,$$ - $$$,restaurant,4.5,"15-17 Weston St, Brunswick, Moreland, Victoria 3056 Australia",187
Collins Kitchen,,357,$$$$,restaurant,4,"123 Collins St, Melbourne, Victoria 3000 Australia",273
Conservatory,,108,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",1129
Cookie,,95,$$ - $$$,restaurant,4,"U 1 252 Swanston St Level 1, 252 Swanston St, Melbourne, Victoria 3000 Australia",1050
Corner & Bench,,346,$,restaurant,4.5,"408 Bourke St, Melbourne, Victoria 3000 Australia",86
Cornish Arms Hotel,,4,$$ - $$$,restaurant,4,"163A Sydney Rd, Brunswick, Moreland, Victoria 3056 Australia",184
Crossways Restaurant,,297,$,restaurant,4.5,"309-325 Bourke St, Melbourne, Victoria 3000 Australia",104
Cucinetta,,10,$$ - $$$,restaurant,4.5,"U 4 3 Murphy St South Yarra, Melbourne, Victoria 3141 Australia",401
Cumulus Inc.,,59,$$ - $$$,restaurant,4.5,"45 Flinders La, Melbourne, Victoria 3000 Australia",2123
Curry Vault Indian Restaurant and Bar,,334,$$ - $$$,restaurant,4,"18-20 Bank Pl, Melbourne, Victoria 3000 Australia",300
D.O.C,,356,$$ - $$$,restaurant,4,"326 Lygon St Carlton, Melbourne, Victoria 3053 Australia",262
Da Guido 365,,7,$$ - $$$,restaurant,4.5,"365 Little Collins St, Melbourne, Victoria 3000 Australia",524
Da Guido La Pasta,,2,$$ - $$$,restaurant,4.5,"130 Lygon St Carlton, Melbourne, Victoria 3053 Australia",1095
Da Noi,,270,$$$$,restaurant,4,"95 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",274
Daughter in Law,,404,$$ - $$$,restaurant,4,"37 Little Bourke St Ground Floor, Melbourne, Victoria 3000 Australia",113
David's Master Pot (Elizabeth St - CBD),,21,$$ - $$$,restaurant,5,"462 Elizabeth St, Melbourne, Victoria 3000 Australia",140
Delhi Streets Indian Street Food,,37,$,restaurant,4.5,"22 Katherine Pl, Melbourne, Victoria 3000 Australia",262
Dip In Cafe,,314,$$ - $$$,restaurant,4.5,"20-22 McKillop St, Melbourne, Victoria 3000 Australia",100
Dish & Spoon,Cafe,2,$$ - $$$,restaurant,4.5,"122 Highfield Rd, Camberwell, Victoria 3124 Australia",72
DOC Pizza & Mozzarella Bar,Italian,91,$$ - $$$,restaurant,4.5,"295 Drummond St, Melbourne, Victoria 3053 Australia",672
Dock 37 Bar and Kitchen,Australian,337,$$ - $$$,restaurant,4,"2 Convention Centre Pl South Wharf, Melbourne, Victoria 3006 Australia",177
DoDee Paidang Thai Bar and Cafe,Thai,117,$,restaurant,4.5,"353 Little Collins St, Melbourne, Victoria 3000 Australia",185
Don Don Japanese,Japanese,274,$,restaurant,4,"198 Little Lonsdale St, Melbourne, Victoria 3000 Australia",241
Donnini's Restaurant,Italian,152,$$ - $$$,restaurant,4.5,"320 Lygon St Carlton, Melbourne, Victoria 3053 Australia",297
Donovans,Australian,1,$$$$,restaurant,4.5,"40 Jacka Boulevard, St Kilda, Port Phillip, Victoria 3182 Australia",1022
Dukes Coffee Roasters,Cafe,89,$,restaurant,4.5,"247 Flinders Lane, Melbourne, Victoria 3000 Australia",182
Dumplings Plus,Chinese,381,$,restaurant,4,"269 Swanston St, Melbourne, Victoria 3000 Australia",264
Dunyazad,Lebanese,235,$$ - $$$,restaurant,4.5,"329 Doncaster Rd, Balwyn North, Boorandara, Melbourne, Victoria VIC 3104 Australia",171
Eau De Vie,Bar,15,$$ - $$$,restaurant,4.5,"1 Malthouse Lane, Melbourne, Victoria 3000 Australia",814
Ecco,Italian,335,$$ - $$$,restaurant,4,"97 Toorak Rd, Melbourne, Victoria 3141 Australia",157
Elephant and Wheelbarrow,Bar,327,$$ - $$$,restaurant,3.5,"94-96 Bourke St, Melbourne, Victoria 3000 Australia",582
Eliana Lulu,Cafe,287,$$ - $$$,restaurant,4,"7-9 Centre Pl, Melbourne, Victoria 3000 Australia",166
Embla,Australian,70,$$ - $$$,restaurant,4.5,"122 Russell St, Melbourne, Victoria 3000 Australia",266
Encore Bar and Restaurant,European,210,$$ - $$$,restaurant,4.5,"131 Lonsdale St, Melbourne, Victoria 3000 Australia",135
Epocha,European,128,$$$$,restaurant,4.5,"49 Rathdowne St Carlton South, Melbourne, Victoria 3053 Australia",254
Esca Grill,Italian,1,$$$$,restaurant,4.5,"650 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",345
Estelle,Australian,1,$$$$,restaurant,4.5,"243 High St, Northcote, Victoria 3070 Australia",395
Eureka 89,Australian,190,$$$$,restaurant,4.5,"7 Riverside Quay Level 89, Eureka Tower, Melbourne, Victoria 3006 Australia",264
Fifteen Pounds Cafe,Cafe,1,$$ - $$$,restaurant,4.5,"21 Railway Place, Fairfield, Yarra, Victoria 3078 Australia",84
Fiorelli,European,1,$$ - $$$,restaurant,4.5,"209 Camberwell Road, Camberwell, Victoria 3124 Australia",213
Fitzrovia,Cafe,3,$$ - $$$,restaurant,4.5,"155 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",732
Flora Indian Restaurant,Indian,385,$,restaurant,4,"238A Flinders St, Melbourne, Victoria 3000 Australia",235
Flower Drum,Chinese,42,$$$$,restaurant,4.5,"17 Market Lane, Melbourne, Victoria 3000 Australia",1367
Foglia di Fico,Italian,3,$$ - $$$,restaurant,5,"585 La Trobe St (Spencer St entrance), Melbourne, Victoria 3000 Australia",202
Fonda Mexican,Mexican,349,$$ - $$$,restaurant,4,"31 Flinders Lane, Melbourne, Victoria 3000 Australia",312
France Soir,French,154,$$$$,restaurant,4,"11 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",654
Franco-Belge,French,377,$$ - $$$,restaurant,4.5,"9 Evans Place, Hawthorn East, Melbourne, Victoria 3123 Australia",74
French Saloon,French,370,$$$$,restaurant,4.5,"46 Hardware Lane First Floor, Melbourne, Victoria 3000 Australia",92
Galleon Cafe,Cafe,5,$$ - $$$,restaurant,4.5,"9 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",260
Ganache Chocolate,Dessert,87,$$ - $$$,restaurant,4.5,"245 Collins St, Melbourne, Victoria 3000 Australia",260
Garden State Hotel,Bar,345,$$ - $$$,restaurant,4,"101 Flinders Lane, Melbourne, Victoria 3000 Australia",299
George Street Cafe,Cafe,332,$$ - $$$,restaurant,4.5,"65 George St, Melbourne, Victoria 3002 Australia",66
Geppetto Trattoria,Italian,5,$$ - $$$,restaurant,4.5,"78A Wellington Pde, Melbourne, Victoria 3002 Australia",439
Gimlet At Cavendish House,European,208,$$$$,restaurant,4.5,"33 Russell St, Melbourne, Victoria 3000 Australia",104
Gin Palace,Bar,156,$$ - $$$,restaurant,4.5,"10 Russell Pl, Melbourne, Victoria 3000 Australia",274
Ginger Olive Restaurant and Grill,Steakhouse,164,$$ - $$$,restaurant,5,"U 2 38 Manchester Lane Corner Manchester Lane and Flinders Lane, Melbourne, Victoria 3000 Australia",80
Gingerboy,Bar,77,$$ - $$$,restaurant,4.5,"27-29 Crossley St, Melbourne, Victoria 3000 Australia",990
Ginza Teppanyaki,Japanese,380,$$ - $$$,restaurant,4,"139 Little Bourke St, Melbourne, Victoria 3000 Australia",229
Giro d'Italia,Italian,74,$$ - $$$,restaurant,5,"401 Saint Kida Road, Melbourne, Victoria 3000 Australia",84
Gopal's Vegetarian,Vegetarian,242,$,restaurant,4.5,"139 Swanston St, Melbourne, Victoria 3000 Australia",170
Gordon's Cafe & Bar,Cafe,292,$$ - $$$,restaurant,4,"306 Little Collins St Shop 4, Melbourne, Victoria 3000 Australia",147
Gourmet Curry Hut,Indian,247,$$ - $$$,restaurant,4.5,"318 Hub Arcade Little Collins Street, Melbourne, Victoria 3000 Australia",175
Gradi Crown,Italian,246,$$ - $$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Shop 25, Melbourne, Victoria 3006 Australia",1093
Grand Trailer Park Taverna,American,82,$$ - $$$,restaurant,4.5,"87 Bourke St, Melbourne, Victoria 3000 Australia",296
Grill Steak Seafood,Australian,68,$$ - $$$,restaurant,4.5,"68 - 78 Hardware Lane, Melbourne, Victoria 3000 Australia",1479
Grill'd Degraves St,American,263,$,restaurant,4,"15 Degraves St, Melbourne, Victoria 3000 Australia",219
Grill'd QV,American,309,$$ - $$$,restaurant,4,"Level 2, Queen Victoria Square, Melbourne, Victoria 3000 Australia",235
GRK Greek Kitchen & Bar,Greek,1,$$ - $$$,restaurant,4.5,"845/847 High St, Thornbury, Darebin, Victoria 3071 Australia",115
Grossi  Florentino,Italian,133,$$$$,restaurant,4,"80 Bourke St, Melbourne, Victoria 3000 Australia",1262
Hakata Gensuke Ramen,Japanese,54,$,restaurant,4.5,"168 Russell St, Melbourne, Victoria 3000 Australia",369
Half Moon Cafe,Egyptian,1,$,restaurant,5,"13 Victoria St Shop 13, Coburg, Moreland, Victoria 3058 Australia",65
Hanoi Mee Kitchen & Bar,Vietnamese,184,$$ - $$$,restaurant,4.5,"140 Rouse St Port Melbourne, Melbourne, Victoria 3207 Australia",112
Hawker Boys,Vietnamese,399,$,restaurant,4.5,"85 Hardware Lane, Melbourne, Victoria 3000 Australia",70
Hawker Hall,Singaporean,4,$$ - $$$,restaurant,4,"98 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",506
Higher Ground,Cafe,134,$$ - $$$,restaurant,4,"650 Little Bourke St, Melbourne, Victoria 3000 Australia",713
Hochi Mama,Thai,17,$$ - $$$,restaurant,4.5,"35 Little Bourke St, Melbourne, Victoria 3000 Australia",1469
Hofbrauhaus,German,126,$$ - $$$,restaurant,4,"18-26 Market Lane In the heart of Chinatown, Melbourne, Victoria 3000 Australia",475
Hooks At The Yarra,Australian,390,$$ - $$$,restaurant,4.5,"Yarra's Edge 50 River Esp Docklands, Melbourne, Victoria 3008 Australia",130
Hopetoun Tea Rooms est. 1892,Dessert,26,$$ - $$$,restaurant,4.5,"421 Bourke St Hopetoun Tea Rooms, Melbourne, Victoria 3000 Australia",2311
Hophaus Bar,Bar,251,$$ - $$$,restaurant,4,"Southgate Ave Shop MR5, Mid-Level, Southbank Promenade, Melbourne, Victoria 3006 Australia",471
Hopscotch,Bar,288,$$ - $$$,restaurant,3.5,"Ground Floor, 4 Riverside Quay Southbank, Melbourne, Victoria 3006 Australia",589
Hot Poppy,Cafe,364,$$ - $$$,restaurant,4.5,"9 Errol St, Melbourne, Victoria 3051 Australia",74
HQ's On William,Australian,122,$$ - $$$,restaurant,4.5,"380 William St Radisson on Flagstaff Gardens, Melbourne, Victoria 3000 Australia",306
Humble Rays,Cafe,267,$$ - $$$,restaurant,4.5,"71 Bouverie St Carlton, Melbourne, Victoria 3053 Australia",88
Hunky Dory,Australian,240,$,restaurant,4.5,"670 Chapel Street Shop 17, Melbourne, Victoria 3205 Australia",245
Hurricane Handsome,Cafe,341,$$ - $$$,restaurant,4.5,"329-331 Bay St, Melbourne, Victoria 3207 Australia",89
Hutong Dumpling Bar,Chinese,153,$$ - $$$,restaurant,4,"14-16 Market Lane, Melbourne, Victoria 3000 Australia",766
Ides,Japanese,170,$$$$,restaurant,4.5,"92 Smith St, Melbourne, Victoria 3066 Australia",129
Il Bacaro Cucina e Bar,Italian,12,$$$$,restaurant,4.5,"68-170 Little Collins St 168-170 Little Collins St, Melbourne, Victoria 3000 Australia",504
IL Dolce Freddo,Dessert,146,$,restaurant,4.5,"116 Lygon Street, Carlton, Melbourne, Victoria 3053 Australia",175
Il Duca,Italian,157,$$ - $$$,restaurant,4.5,"132 Wellington Pde, Melbourne, Victoria 3002 Australia",242
Il Gambero,Italian,303,$$ - $$$,restaurant,4,"166 Lygon St Carlton, Melbourne, Victoria 3053 Australia",322
Il Solito Posto,Italian,23,$$ - $$$,restaurant,4.5,"113 Collins St via George Parade, Melbourne, Victoria 3000 Australia",989
Indian Palace Restaurant,Indian,4,$$ - $$$,restaurant,4.5,"131 Church St, Brighton, Bayside, Victoria 3186 Australia",153
Isan Soul Thai Street Food,Thai,265,$$ - $$$,restaurant,4.5,"98 Bourke St, Melbourne, Victoria 3000 Australia",89
Ish Restaurant,Indian,15,$$ - $$$,restaurant,5,"199 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",62
Izakaya Den,Japanese,173,$$ - $$$,restaurant,4.5,"Basement 118 Russell St, Melbourne, Victoria 3000 Australia",258
Japanese Teppanyaki Inn,Japanese,107,$$$$,restaurant,4.5,"182 Collins St, Melbourne, Victoria 3000 Australia",219
Jim's Greek Tavern,Greek,5,$$ - $$$,restaurant,4,"32 Johnston St, Collingwood, Yarra, Victoria 3066 Australia",457
Jinda Thai,Thai,1,$$ - $$$,restaurant,4.5,"3-7 Ferguson St, Abbotsford, Yarra, Victoria 3067 Australia",328
Journeyman,Cafe,3,$$ - $$$,restaurant,4.5,"169 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",203
Juicy Bao,Chinese,123,$,restaurant,4.5,"178-190 Little Bourke St Shop 2, Melbourne, Victoria 3000 Australia",365
Jungle Juice Bar,Cafe,393,$,restaurant,4.5,"20 Centre Pl, Melbourne, Victoria 3000 Australia",78
Kazuki's,Japanese,9,$$$$,restaurant,4.5,"121 Lygon St Carlton, Melbourne, Victoria 3053 Australia",500
Kekou,Malaysian,7,$$ - $$$,restaurant,5,"396 Bridge Road, Richmond, Yarra, Victoria 3121 Australia",64
Kenzan Japanese Restaurant,Japanese,105,$$ - $$$,restaurant,4.5,"56 Flinders Lane At Collins Place, Melbourne, Victoria 3000 Australia",278
Khao San Road,Thai,5,$$ - $$$,restaurant,4.5,"696 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",114
Kirks Wine Bar,French,243,$$ - $$$,restaurant,4,"Cnr Hardware Lane and Little Bourke, Melbourne, Victoria 3000 Australia",217
Kisume,Japanese,234,$$$$,restaurant,4,"175 Flinders Lane, Melbourne, Victoria 3000 Australia",399
Kiwi Fish & Chips,Australian,382,$$ - $$$,restaurant,4.5,"412-422 Victoria Pde Shop 9B, Melbourne, Victoria 3002 Australia",89
Koko Black,Dessert,312,$$ - $$$,restaurant,4.5,"167 Lygon St, Melbourne, Victoria 3053 Australia",187
Koko Black Chocolate,Dessert,38,$$ - $$$,restaurant,4.5,"52 Collins St, Melbourne, Victoria 3000 Australia",558
