name,cuisinetype,rankingPosition,priceLevel,category,rating,address,numberOfReviews,latitude,longitude,Postcode
Archie's All Day,Cafe,18,$$ - $$$,restaurant,4.5,"189 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",162,-37.805994,144.98093,3065
Asado,Argentinian,301,$$$$,restaurant,4,"6 Riverside Quay, Melbourne, Victoria 3006 Australia",211,-37.8209861,144.9639956,3006
At Ease - Easy Thai,Thai,437,$,restaurant,4.5,"195 Lonsdale St, Melbourne, Victoria 3000 Australia",75,-37.8112024,144.9666038,3000
Atrium Bar On 35,Australian,421,$$$$,restaurant,4.5,"25 Collins St, Melbourne, Victoria 3000 Australia",83,-37.74126605,144.802026,3000
Atta Restaurant,Indian,2,$$ - $$$,restaurant,4.5,"159-161 Victoria Ave Melbourne, Albert Park, Port Phillip, Victoria 3206 Australia",102,-37.8467275,144.9495317,3206
Attica,Australian,1,$$$$,restaurant,4.5,"74 Glen Eira Rd, Ripponlea, Port Phillip, Victoria 3185 Australia",626,-37.8769586,144.9973257,3185
Auction Rooms,Cafe,57,$$ - $$$,restaurant,4.5,"103-107 Errol St, Melbourne, Victoria 3051 Australia",432,-37.80245215,144.9494613,3051
Avatar Indian Cuisine,Indian,1,$$ - $$$,restaurant,4.5,"291 Whitehorse Rd Opposite Balwyn Park, Balwyn, Boroondara, Victoria 3103 Australia",88,-37.810875,145.081537,3103
Axil Coffee Roasters,Australian,150,$$ - $$$,restaurant,4.5,"322 Burwood Rd Hawthorn Not Camberwell, Melbourne, Victoria 3122 Australia",200,-37.822645,145.034259,3122
Bacash Restaurant,Australian,219,$$$$,restaurant,4.5,"175 Domain Rd, Melbourne, Victoria 3141 Australia",208,-37.8341965,144.9819812,3141
Bahari the Hellenic Palate,Greek,9,$$ - $$$,restaurant,4.5,"179 Swan St, Richmond, Yarra, Victoria 3121 Australia",147,-37.82595449,145.0013134,3121
Bamboo House Chinese Restaurant,Chinese,90,$$ - $$$,restaurant,4.5,"47 Little Bourke St, Melbourne, Victoria 3000 Australia",405,-37.81356123,144.9619623,3000
Banff,Cafe,8,$,restaurant,4.5,"145 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",384,-37.859416,144.978575,3182
Bangkok Jam,Thai,205,$$ - $$$,restaurant,4.5,"107 Little Bourke St, Melbourne, Victoria 3000 Australia",100,-37.81357667,144.9619085,3000
BangPop,Asian Fusion,119,$$ - $$$,restaurant,4,"35 South Wharf Promenade Off Dukes Walk, South Wharf, Melbourne, Victoria 3006 Australia",559,-37.825071,144.978682,3006
Bar Lourinha,European,172,$$ - $$$,restaurant,4.5,"37 Little Collins St, Melbourne, Victoria 3000 Australia",284,-37.812765,144.972476,3000
B'Churrasco Brazilian BBQ,Brazilian,43,$$ - $$$,restaurant,4.5,"61 A'Beckett St, Melbourne, Victoria 3000 Australia",557,-37.809074,144.961813,3000
BearBrass,Australian,252,$$ - $$$,restaurant,4,"Shop GR3A 3 Southgate Ave Southbank VIC, Melbourne, Victoria 3006 Australia",625,-37.8201768,144.966393,3006
Becco,Italian,124,$$$$,restaurant,4.5,"11-25 Crossley St, Melbourne, Victoria 3000 Australia",378,-37.811422,144.97099,3000
Beer DeLuxe,Bar,277,$$ - $$$,restaurant,4,"Federation Square Corner Swanston and Flinders Streets, Melbourne, Victoria 3000 Australia",304,-37.817759,144.967177,3000
Belgian Beer Cafe,Belgian,300,$$ - $$$,restaurant,4,"5 Riverside Qy Southbank, Melbourne, Victoria 3006 Australia",256,-37.8214816,144.9644575,3006
Bella Cosi,Italian,446,$$ - $$$,restaurant,4.5,"71 Beach St, Melbourne, Victoria 3207 Australia",71,-37.8417691,144.9361791,3207
Berth,Australian,109,$$ - $$$,restaurant,4,"45 New Quay Promenade Docklands, Melbourne, Victoria 3008 Australia",568,-37.818898,144.948291,3008
Betty's Burgers & Concrete Co,American,44,$,restaurant,4.5,"97 Elizabeth St, Melbourne, Victoria 3000 Australia",1215,-37.73500723,144.9827849,3000
Betty's Burgers,American,185,$$ - $$$,restaurant,4.5,"222 Exhibition St, Melbourne, Victoria 3000 Australia",86,-37.81065085,144.9703775,3000
Bibelot,Cafe,293,$$ - $$$,restaurant,4.5,"285-287 Coventry St, Melbourne, Victoria 3205 Australia",80,-37.8326131,144.9581853,3205
Bistro Gitan,French,2,$$ - $$$,restaurant,4.5,"52 Toorak Rd West, South Yarra, Victoria 3141 Australia",268,-37.838701,144.988198,3141
Bistro Guillaume,French,160,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Riverside at Crown, Southbank, Melbourne, Victoria 3006 Australia",1115,-37.824314,144.956852,3006
Bistro La Provence,French,6,$$ - $$$,restaurant,4.5,"234 Esplanade, Brighton, Bayside, Victoria 3186 Australia",146,-37.909629,144.986619,3186
Bistro Thierry,French,1,$$$$,restaurant,4.5,"511 Malvern Rd, Toorak, Stonnington, Victoria 3142 Australia",540,-37.847975,145.003514,3142
Bistrot d'Orsay,French,29,$$ - $$$,restaurant,4.5,"184 Collins St, Melbourne, Victoria 3000 Australia",497,-37.815058,144.967541,3000
Black Pearl Bar,Bar,338,$$ - $$$,restaurant,4.5,"304 Brunswick Street, Melbourne, Victoria Fitzroy Australia",68,-37.7980678,144.9786893,3065
Blondie Bar,Asian,155,$$ - $$$,restaurant,4,"Corner Sturt Street & Southbank Boulevard, Southbank Melbourne Recital Centre, Melbourne, Victoria 3006 Australia",258,-37.8239482,144.9672165,3006
Blue Chillies,Malaysian,16,$$ - $$$,restaurant,4.5,"182 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",145,-37.8021549,144.9779347,3065
Bluetrain,Australian,268,$$ - $$$,restaurant,3.5,"Southgate Complex, Upper Level, Melbourne, Victoria 3006 Australia",667,-37.82333165,144.9582858,3006
Bomba,Spanish,65,$$ - $$$,restaurant,4.5,"103 Lonsdale St, Melbourne, Victoria 3000 Australia",457,-37.810455,144.969243,3000
Boosa,Middle Eastern,2,$$ - $$$,restaurant,4.5,"716 Centre Rd, Bentleigh, Glen Eira, Victoria 3165 Australia",97,-37.92122025,145.0579527,3165
"Borsch, Vodka & Tears",Russian,5,$$ - $$$,restaurant,4,"173 Chapel St, Windsor, Stonnington, Victoria 3181 Australia",236,-37.852131,144.993129,3181
Bottega,Italian,96,$$$$,restaurant,4,"74 Bourke St, Melbourne, Victoria 3000 Australia",405,-37.81187515,144.970758,3000
Bouzy Rouge,Spanish,2,$$ - $$$,restaurant,4.5,"470 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",358,-37.8195223,145.0071854,3121
Bowery to Williamsburg,American,55,$$ - $$$,restaurant,4.5,"16 Oliver Lane, Melbourne, Victoria 3000 Australia",322,-37.8161924,144.9701951,3000
Box Seafood Restaurant,Seafood,168,$$$$,restaurant,4,"189 Collins St, Melbourne, Victoria 3000 Australia",416,-37.815395,144.967671,3000
Brick Lane Melbourne,Cafe,14,$$ - $$$,restaurant,4.5,"33 Guildford Lane, Melbourne, Victoria 3000 Australia",208,-37.811448,144.959847,3000
Brighton Soul,Cafe,5,$,restaurant,4.5,"129 Church Street, Brighton, Bayside, Victoria 3186 Australia",131,-37.915485,144.996401,3186
Brother Baba Budan,Cafe,30,$,restaurant,4.5,"359 Little Bourke St Cbd, Melbourne, Victoria 3000 Australia",440,-37.8136415,144.9616826,3000
Brunetti Classico - Carlton,Italian,79,$$ - $$$,restaurant,4.5,"380 Lygon St 380 Lygon St, Carlton Vic, Melbourne, Victoria 3053 Australia",3247,-37.7978092,144.9680124,3053
Brunetti Oro Flinders Lane,Italian,176,$$ - $$$,restaurant,4,"250 Flinders Ln, Melbourne, Victoria 3000 Australia",332,-37.816703,144.965789,3000
Byblos Bar & Restaurant,Middle Eastern,191,$$ - $$$,restaurant,4,"12 World Trade Centre, Melbourne, Victoria 3005 Australia",314,-37.8231818,144.9535051,3005
Ca de Vin,Italian,136,$$ - $$$,restaurant,4,"350 Bourke St Melbourne GPO, Melbourne, Victoria 3000 Australia",523,-37.813982,144.9632917,3000
Cafe Andiamo,Italian,226,$$ - $$$,restaurant,4,"36-38 Degraves Lane, Melbourne, Victoria 3000 Australia",553,-37.825071,144.978682,3000
Cafe Cavallino,Cafe,410,$$ - $$$,restaurant,4,"181-183 Lygon Street, Melbourne, Victoria Australia",260,-37.8014148,144.9665195,3053
Cafe Excello,Cafe,193,$$ - $$$,restaurant,4,"99 Spring St, Melbourne, Victoria 3000 Australia",220,-37.72885542,145.0005483,3000
Cafe Issus,Cafe,339,$$ - $$$,restaurant,4,"8-10 Centre Pl, Melbourne, Victoria 3000 Australia",264,-37.816712,144.965643,3000
Cafe Keyif,Cafe,343,$$ - $$$,restaurant,4.5,"U 1 550 Flinders St Entry Through Downie Street, Melbourne, Victoria 3000 Australia",138,-37.825071,144.978682,3000
Cafe Rosco,Irish,130,$$ - $$$,restaurant,4.5,"407D St Kilda Rd, Melbourne, Victoria 3004 Australia",232,-37.83632,144.976226,3004
Cafe Segovia,Cafe,308,$$ - $$$,restaurant,4,"33 Block Place, Melbourne, Victoria 3000 Australia",297,-37.815174,144.964243,3000
Caffe e Cucina,Italian,147,$$ - $$$,restaurant,4,"581 Chapel St South Yarra, Melbourne, Victoria 3141 Australia",490,-37.8401905,144.9952216,3141
Caffe e Torta,Italian,232,$$ - $$$,restaurant,4,"314 Little Collins St, Melbourne, Victoria 3000 Australia",289,-37.8149832,144.9642323,3000
Cargo Restaurant,Australian,86,$$ - $$$,restaurant,4.5,"Docklands Melbourne, Melbourne, Victoria 3008 Australia",696,-37.81874417,144.9409945,3008
Carlton Curry House,Indian,400,$$ - $$$,restaurant,4.5,"108 Lygon St, Melbourne, Victoria 3053 Australia",204,-37.80451785,144.966548,3053
Carlton Wine Room,European,142,$$ - $$$,restaurant,4.5,"172-174 Faraday Street Carlton, Melbourne, Victoria Australia",205,-37.79861035,144.9685899,3053
Carosello,Italian,2,$$ - $$$,restaurant,4.5,"22 Margaret St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",88,-37.765872,144.9196726,3039
Caterina's Cucina E Bar,Italian,85,$$ - $$$,restaurant,5,"221 Queen St, Melbourne, Victoria 3000 Australia",111,-37.813555,144.959755,3000
Cecconi's Flinders Lane,Italian,80,$$$$,restaurant,4.5,"61 Flinders Lane, Melbourne, Victoria 3000 Australia",539,-37.814985,144.972503,3000
Centonove,Italian,1,$$$$,restaurant,4.5,"109 Cotham Rd, Kew, Boroondara, Victoria 3101 Australia",252,-37.8077017,145.0387516,3101
Cherry & Twigs,Cafe,233,$,restaurant,4.5,"Shop 1B 555 Flinders Lane, Melbourne, Victoria 3000 Australia",135,-37.819944,144.955791,3000
Chez Dre Cafe,Cafe,229,$$ - $$$,restaurant,4,"Rear of 285/287 Coventry St Access Via Alleyway, Melbourne, Victoria 3205 Australia",386,-37.825071,144.978682,3205
Chez Olivier,French,1,$$ - $$$,restaurant,4.5,"268 Toorak Rd, South Yarra, Victoria 3141 Australia",356,-37.839663,144.996381,3141
Chiba Japanese Restaurant,Japanese,4,$$ - $$$,restaurant,4.5,"41 Hall St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",185,-37.7661223,144.9217318,3039
Chin Chin,Thai,162,$$ - $$$,restaurant,4.5,"125 Flinders Lane, Melbourne, Victoria 3000 Australia",6029,-37.8155839,144.9703425,3000
China Red,Chinese,181,$$ - $$$,restaurant,4,"Shop 6 206 Bourke St, Melbourne, Victoria 3000 Australia",353,-37.812915,144.96702,3000
Chinta Ria Soul,Malaysian,18,$$ - $$$,restaurant,4,"94 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",247,-37.8677361,144.9791344,3182
Chocolate Buddha,Korean,32,$$ - $$$,restaurant,4.5,"Cnr. Flinders & Swanston Street Federation Square, Melbourne, Victoria 3000 Australia",717,-37.81731,144.973724,3000
Chokolait Hub,Cafe,106,$$ - $$$,restaurant,4.5,"287 Lonsdale St Shop 342, Level 3, Emporium, Melbourne, Victoria 3000 Australia",410,-37.8127833,144.9632217,3000
Chuckle Park Bar,Bar,188,$$ - $$$,restaurant,4.5,"322 Little Collins St, Melbourne, Victoria 3000 Australia",157,-37.814973,144.964078,3000
Ciao Cielo,Italian,159,$$ - $$$,restaurant,4.5,"115 Bay St, Melbourne, Victoria 3207 Australia",268,-37.8403471,144.940449,3207
Cicciolina,Italian,62,$$ - $$$,restaurant,4.5,"130 Acland St, Melbourne, Victoria 3182 Australia",375,-37.8685318,144.979892,3182
City Wine Shop,European,212,$$ - $$$,restaurant,4.5,"159 Spring St, Melbourne, Victoria 3000 Australia",255,-37.72442393,145.0013901,3000
Claypots Barbarossa,Seafood,237,$$ - $$$,restaurant,4.5,"79 Hardware Lane Melbourne CBD, Melbourne, Victoria 3000 Australia",190,-37.812973,144.960655,3000
Claypots Evening Star,Seafood,372,$$ - $$$,restaurant,4.5,"Corner Cecil and York Streets South Melbourne Market, Melbourne, Victoria 3205 Australia",137,-37.832491,144.955623,3205
Claypots Seafood Bar,Australian,4,$$ - $$$,restaurant,4.5,"213 Barkly St, St Kilda, Port Phillip, Victoria 3182 Australia",525,-37.869921,144.980493,3182
Cochin Wine Bar & Restaurant,Vietnamese,10,$$ - $$$,restaurant,4.5,"256 Swan St, Richmond, Yarra, Victoria 3121 Australia",118,-37.8245815,144.9890862,3121
Coda,Asian Fusion,49,$$$$,restaurant,4.5,"141 Flinders Lane, Melbourne, Victoria 3000 Australia",1150,-37.8157958,144.969886,3000
Code Black,Cafe,3,$$ - $$$,restaurant,4.5,"15-17 Weston St, Brunswick, Moreland, Victoria 3056 Australia",187,-37.7747411,144.9609709,3056
Collins Kitchen,Australian,357,$$$$,restaurant,4,"123 Collins St, Melbourne, Victoria 3000 Australia",273,-37.8154789,144.9701933,3000
Conservatory,Asian,108,$$$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",1129,-37.8242677,144.9577541,3006
Cookie,Asian,95,$$ - $$$,restaurant,4,"U 1 252 Swanston St Level 1, 252 Swanston St, Melbourne, Victoria 3000 Australia",1050,-37.81188904,144.9650773,3000
Corner & Bench,Cafe,346,$,restaurant,4.5,"408 Bourke St, Melbourne, Victoria 3000 Australia",86,-37.814528,144.961567,3000
Cornish Arms Hotel,Bar,4,$$ - $$$,restaurant,4,"163A Sydney Rd, Brunswick, Moreland, Victoria 3056 Australia",184,-37.77339575,144.9607752,3056
Crossways Restaurant,Indian,297,$,restaurant,4.5,"309-325 Bourke St, Melbourne, Victoria 3000 Australia",104,-37.814122,144.964387,3000
Cucinetta,Italian,10,$$ - $$$,restaurant,4.5,"U 4 3 Murphy St South Yarra, Melbourne, Victoria 3141 Australia",401,-37.8383166,144.9901593,3141
Cumulus Inc.,European,59,$$ - $$$,restaurant,4.5,"45 Flinders La, Melbourne, Victoria 3000 Australia",2123,-37.8149337,144.9731078,3000
Curry Vault Indian Restaurant and Bar,Indian,334,$$ - $$$,restaurant,4,"18-20 Bank Pl, Melbourne, Victoria 3000 Australia",300,-37.816429,144.960449,3000
D.O.C,Italian,356,$$ - $$$,restaurant,4,"326 Lygon St Carlton, Melbourne, Victoria 3053 Australia",262,-37.7993126,144.9673738,3053
Da Guido 365,Italian,7,$$ - $$$,restaurant,4.5,"365 Little Collins St, Melbourne, Victoria 3000 Australia",524,-37.8155987,144.962708,3000
Da Guido La Pasta,Italian,2,$$ - $$$,restaurant,4.5,"130 Lygon St Carlton, Melbourne, Victoria 3053 Australia",1095,-37.8040591,144.9665336,3053
Da Noi,Italian,270,$$$$,restaurant,4,"95 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",274,-37.83751,144.9799798,3141
Daughter in Law,Indian,404,$$ - $$$,restaurant,4,"37 Little Bourke St Ground Floor, Melbourne, Victoria 3000 Australia",113,-37.81355866,144.9619712,3000
David's Master Pot (Elizabeth St - CBD),Chinese,21,$$ - $$$,restaurant,5,"462 Elizabeth St, Melbourne, Victoria 3000 Australia",140,-37.80783118,144.9604471,3000
Delhi Streets Indian Street Food,Indian,37,$,restaurant,4.5,"22 Katherine Pl, Melbourne, Victoria 3000 Australia",262,-37.8198762,144.9565119,3000
Dip In Cafe,Cafe,314,$$ - $$$,restaurant,4.5,"20-22 McKillop St, Melbourne, Victoria 3000 Australia",100,-37.8151769,144.9618234,3000
Dish & Spoon,Cafe,2,$$ - $$$,restaurant,4.5,"122 Highfield Rd, Camberwell, Victoria 3124 Australia",72,-37.837892,145.084511,3124
DOC Pizza & Mozzarella Bar,Italian,91,$$ - $$$,restaurant,4.5,"295 Drummond St, Melbourne, Victoria 3053 Australia",672,-37.7989641,144.9685283,3053
Dock 37 Bar and Kitchen,Australian,337,$$ - $$$,restaurant,4,"2 Convention Centre Pl South Wharf, Melbourne, Victoria 3006 Australia",177,-37.8251677,144.9486249,3006
DoDee Paidang Thai Bar and Cafe,Thai,117,$,restaurant,4.5,"353 Little Collins St, Melbourne, Victoria 3000 Australia",185,-37.8157451,144.9630281,3000
Don Don Japanese,Japanese,274,$,restaurant,4,"198 Little Lonsdale St, Melbourne, Victoria 3000 Australia",241,-37.810527,144.96173,3000
Donnini's Restaurant,Italian,152,$$ - $$$,restaurant,4.5,"320 Lygon St Carlton, Melbourne, Victoria 3053 Australia",297,-37.79952795,144.96752,3053
Donovans,Australian,1,$$$$,restaurant,4.5,"40 Jacka Boulevard, St Kilda, Port Phillip, Victoria 3182 Australia",1022,-37.866664,144.973989,3182
Dukes Coffee Roasters,Cafe,89,$,restaurant,4.5,"247 Flinders Lane, Melbourne, Victoria 3000 Australia",182,-37.8167849,144.9661412,3000
Dumplings Plus,Chinese,381,$,restaurant,4,"269 Swanston St, Melbourne, Victoria 3000 Australia",264,-37.8119674,144.964692,3000
Dunyazad,Lebanese,235,$$ - $$$,restaurant,4.5,"329 Doncaster Rd, Balwyn North, Boorandara, Melbourne, Victoria VIC 3104 Australia",171,-37.7906422,145.095954,3104
Eau De Vie,Bar,15,$$ - $$$,restaurant,4.5,"1 Malthouse Lane, Melbourne, Victoria 3000 Australia",814,-37.8157957,144.9715873,3000
Ecco,Italian,335,$$ - $$$,restaurant,4,"97 Toorak Rd, Melbourne, Victoria 3141 Australia",157,-37.83751,144.9799798,3141
Elephant and Wheelbarrow,Bar,327,$$ - $$$,restaurant,3.5,"94-96 Bourke St, Melbourne, Victoria 3000 Australia",582,-37.811917,144.970217,3000
Eliana Lulu,Cafe,287,$$ - $$$,restaurant,4,"7-9 Centre Pl, Melbourne, Victoria 3000 Australia",166,-37.816611,144.965533,3000
Embla,Australian,70,$$ - $$$,restaurant,4.5,"122 Russell St, Melbourne, Victoria 3000 Australia",266,-37.8134701,144.9686023,3000
Encore Bar and Restaurant,European,210,$$ - $$$,restaurant,4.5,"131 Lonsdale St, Melbourne, Victoria 3000 Australia",135,-37.810713,144.968409,3000
Epocha,European,128,$$$$,restaurant,4.5,"49 Rathdowne St Carlton South, Melbourne, Victoria 3053 Australia",254,-37.8059941,144.9687187,3053
Esca Grill,Italian,1,$$$$,restaurant,4.5,"650 Mt Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",345,-37.77031787,144.9262092,3039
Estelle,Australian,1,$$$$,restaurant,4.5,"243 High St, Northcote, Victoria 3070 Australia",395,-37.7732465,144.9980758,3070
Eureka 89,Australian,190,$$$$,restaurant,4.5,"7 Riverside Quay Level 89, Eureka Tower, Melbourne, Victoria 3006 Australia",264,-37.8217537,144.9646549,3006
Fifteen Pounds Cafe,Cafe,1,$$ - $$$,restaurant,4.5,"21 Railway Place, Fairfield, Yarra, Victoria 3078 Australia",84,-37.8261747,144.9963507,3078
Fiorelli,European,1,$$ - $$$,restaurant,4.5,"209 Camberwell Road, Camberwell, Victoria 3124 Australia",213,-37.830402,145.055857,3124
Fitzrovia,Cafe,3,$$ - $$$,restaurant,4.5,"155 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",732,-37.8589287,144.9792505,3182
Flora Indian Restaurant,Indian,385,$,restaurant,4,"238A Flinders St, Melbourne, Victoria 3000 Australia",235,-37.817517,144.966498,3000
Flower Drum,Chinese,42,$$$$,restaurant,4.5,"17 Market Lane, Melbourne, Victoria 3000 Australia",1367,-37.811867,144.969217,3000
Foglia di Fico,Italian,3,$$ - $$$,restaurant,5,"585 La Trobe St (Spencer St entrance), Melbourne, Victoria 3000 Australia",202,-37.813278,144.951827,3000
Fonda Mexican,Mexican,349,$$ - $$$,restaurant,4,"31 Flinders Lane, Melbourne, Victoria 3000 Australia",312,-37.81488565,144.9732649,3000
France Soir,French,154,$$$$,restaurant,4,"11 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",654,-37.8381528,144.9869833,3141
Franco-Belge,French,377,$$ - $$$,restaurant,4.5,"9 Evans Place, Hawthorn East, Melbourne, Victoria 3123 Australia",74,-37.8301533,145.0554946,3123
French Saloon,French,370,$$$$,restaurant,4.5,"46 Hardware Lane First Floor, Melbourne, Victoria 3000 Australia",92,-37.813555,144.961322,3000
Galleon Cafe,Cafe,5,$$ - $$$,restaurant,4.5,"9 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",260,-37.867056,144.97898,3182
Ganache Chocolate,Dessert,87,$$ - $$$,restaurant,4.5,"245 Collins St, Melbourne, Victoria 3000 Australia",260,-37.8158768,144.9657264,3000
Garden State Hotel,Bar,345,$$ - $$$,restaurant,4,"101 Flinders Lane, Melbourne, Victoria 3000 Australia",299,-37.8153755,144.971045,3000
George Street Cafe,Cafe,332,$$ - $$$,restaurant,4.5,"65 George St, Melbourne, Victoria 3002 Australia",66,-37.81572955,144.9881636,3002
Geppetto Trattoria,Italian,5,$$ - $$$,restaurant,4.5,"78A Wellington Pde, Melbourne, Victoria 3002 Australia",439,-37.8163531,144.9874328,3002
Gimlet At Cavendish House,European,208,$$$$,restaurant,4.5,"33 Russell St, Melbourne, Victoria 3000 Australia",104,-37.8158796,144.9693073,3000
Gin Palace,Bar,156,$$ - $$$,restaurant,4.5,"10 Russell Pl, Melbourne, Victoria 3000 Australia",274,-37.8138376,144.9674924,3000
Ginger Olive Restaurant and Grill,Steakhouse,164,$$ - $$$,restaurant,5,"U 2 38 Manchester Lane Corner Manchester Lane and Flinders Lane, Melbourne, Victoria 3000 Australia",80,-32.2752836,115.7328451,3000
Gingerboy,Bar,77,$$ - $$$,restaurant,4.5,"27-29 Crossley St, Melbourne, Victoria 3000 Australia",990,-37.811159,144.9709703,3000
Ginza Teppanyaki,Japanese,380,$$ - $$$,restaurant,4,"139 Little Bourke St, Melbourne, Victoria 3000 Australia",229,-37.8135849,144.9618798,3000
Giro d'Italia,Italian,74,$$ - $$$,restaurant,5,"401 Saint Kida Road, Melbourne, Victoria 3000 Australia",84,-37.825071,144.978682,3000
Gopal's Vegetarian,Vegetarian,242,$,restaurant,4.5,"139 Swanston St, Melbourne, Victoria 3000 Australia",170,-37.8144005,144.9657961,3000
Gordon's Cafe & Bar,Cafe,292,$$ - $$$,restaurant,4,"306 Little Collins St Shop 4, Melbourne, Victoria 3000 Australia",147,-37.814879,144.964421,3000
Gourmet Curry Hut,Indian,247,$$ - $$$,restaurant,4.5,"318 Hub Arcade Little Collins Street, Melbourne, Victoria 3000 Australia",175,-37.825071,144.978682,3000
Gradi Crown,Italian,246,$$ - $$$,restaurant,4,"Crown Entertainment Complex 8 Whiteman St Shop 25, Melbourne, Victoria 3006 Australia",1093,-37.82333165,144.9582858,3006
Grand Trailer Park Taverna,American,82,$$ - $$$,restaurant,4.5,"87 Bourke St, Melbourne, Victoria 3000 Australia",296,-37.812124,144.970916,3000
Grill Steak Seafood,Australian,68,$$ - $$$,restaurant,4.5,"68 - 78 Hardware Lane, Melbourne, Victoria 3000 Australia",1479,-37.813028,144.961076,3000
Grill'd Degraves St,American,263,$,restaurant,4,"15 Degraves St, Melbourne, Victoria 3000 Australia",219,-37.53145965,144.9081925,3000
Grill'd QV,American,309,$$ - $$$,restaurant,4,"Level 2, Queen Victoria Square, Melbourne, Victoria 3000 Australia",235,-37.825071,144.978682,3000
GRK Greek Kitchen & Bar,Greek,1,$$ - $$$,restaurant,4.5,"845/847 High St, Thornbury, Darebin, Victoria 3071 Australia",115,-37.75500965,145.0009047,3071
